grouping_title,bib_uri,NDLBibID,title_full,title_main,title_transcription,title_alternative,creators_name,creators_transcription,publisher_name,publisher_transcription,publisher_location,date,issued,ndc_raw,subjects_free,language,extent,material_type,access_rights,rights,audience,see_also,iiif_manifest,thumbnail,approx_count
一の谷嫩軍記,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279690#material,000003279690; 000003279690,一の谷嫩軍記,一の谷嫩軍記,イチノタニ フタバ グンキ,,"橋本, 貞秀, 1807-1873","ハシモト, サダヒデ, 1807-1873",写,,,[天保13(1842)],1842,913.57,合巻,jpn,1冊 ; 16cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003279690; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279690,,,1
一休ばなし,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279680#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208033#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208034#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208035#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208036#material,000003279680; 000003279680,一休ばなし : 4巻; 一休ばなし : 4巻 [1]; 一休ばなし : 4巻 [2]; 一休ばなし : 4巻 [3]; 一休ばなし : 4巻 [4],一休ばなし : 4巻,イッキュウバナシ,一休はなし,,,朝居藤輔 写,,,天保8(1837),1837,913.59,咄本,jpn,4冊 ; 24cm,和古書; 書写資料,インターネット公開,pdm; PDM,,http://id.ndl.go.jp/bib/000003279680; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279680; http://id.ndl.go.jp/digimeta/14208033; https://doi.org/10.11501/14208033; https://dl.ndl.go.jp/pid/14208033; https://dl.ndl.go.jp/api/iiif/14208033/manifest.json; http://id.ndl.go.jp/digimeta/14208034; https://doi.org/10.11501/14208034; https://dl.ndl.go.jp/pid/14208034; https://dl.ndl.go.jp/api/iiif/14208034/manifest.json; http://id.ndl.go.jp/digimeta/14208035; https://doi.org/10.11501/14208035; https://dl.ndl.go.jp/pid/14208035; https://dl.ndl.go.jp/api/iiif/14208035/manifest.json; http://id.ndl.go.jp/digimeta/14208036; https://doi.org/10.11501/14208036; https://dl.ndl.go.jp/pid/14208036; https://dl.ndl.go.jp/api/iiif/14208036/manifest.json,https://dl.ndl.go.jp/api/iiif/14208033/manifest.json; https://dl.ndl.go.jp/api/iiif/14208034/manifest.json; https://dl.ndl.go.jp/api/iiif/14208035/manifest.json; https://dl.ndl.go.jp/api/iiif/14208036/manifest.json,https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208033; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208034; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208035; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208036,5
一夜四歌仙,https://ndlsearch.ndl.go.jp/books/R100000124-I000001783#material,,一夜四歌仙,一夜四歌仙,イチヤ シカセン,,紫狐菴蕪村 [編],"タニグチ, ブソン",[橘仙堂],,,[江戸後期],1800,911.34,,,,和古書; 書写資料,インターネット公開,CC-BY; http://www.archives.kyoto.jp/?page_id=7238; CC BY（表示）,一般,http://www.archives.kyoto.jp/websearchpe/detail?cls=152_old_books_catalog&pkey=0000001882,,http://www.archives.kyoto.jp/websearchpe/rest/media/M?cls=150_media_old_books&pkey=0000400160,1
一字俗弁,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284223#material,000003284223; 000003284223,一字俗弁,一字俗弁,イチジ ゾクベン,和訓一字俗弁集,"四時堂, 其諺, 1666-1736","シジドウ, キゲン, 1666-1736",写,,,文政4(1821),1821,911.307,俳諧∥作句用書 ハイカイ∥サックヨウショ; 日本語∥辞書 ニホンゴ∥ジショ; 漢字∥辞書 カンジ∥ジショ; 文字,jpn,1冊 ; 25cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284223; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284223,,,1
七体七百首,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284558#material,000003284558; 000003284558,七体七百首,七体七百首,シチタイ シチヒャクシュ,和歌七体七百首,"富士谷, 成章, 1738-1779","フジタニ, ナリアキラ, 1738-1779",写,,,[江戸末期],1800,911.158,歌集,jpn,1冊 ; 25cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284558; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284558,,,1
万国奇談袋,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284673#material,000003284673; 000003284673,万国奇談袋,万国奇談袋,バンコク キダンブクロ,ばむこくきだん; ばんこく,"岳亭, 定岡 2世; 歌川, 芳春, 1828-1888","ガクテイ, サダオカ 2セイ; ウタガワ, ヨシハル, 1828-1888",,,,文久1(1861)序,1861,913.5,外国風俗,jpn,1冊 ; 18cm,和古書,,,一般,http://id.ndl.go.jp/bib/000003284673; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284673,,,1
万紫千紅,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279641#material,000003279641; 000003279641,万紫千紅,万紫千紅,バンシ センコウ,,"大田, 南畝, 1749-1823","オオタ, ナンポ, 1749-1823",岡田屋嘉七,,東都,[江戸後期],1800,911.19,狂歌,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003279641; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279641,,,1
万葉分類,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283056#material,000003283056; 000003283056,万葉分類 : 3巻,万葉分類 : 3巻,マンヨウ ブンルイ,万葉集分類,"橘, 千蔭, 1735-1808","タチバナ, チカゲ, 1735-1808",中島広足 写,,,文政4(1821),1821,911.1; 911.12,万葉集 マンヨウシュウ; 歌集,jpn,2冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283056; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283056,,,1
万葉小諷総目録,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001723638#material,,万葉小諷総目録,万葉小諷総目録,,,里謡山人重羽翁∥撰,,菊屋七郎兵衛,,京都,1854(嘉永7)年再刻,1854-01-01,912.3,,jpn,22×16cm,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001723638,,,1
万葉山常百首,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283055#material,000003283055; 000003283055,万葉山常百首,万葉山常百首,マンヨウ ヤマト ヒャクシュ,山常百首,"本居, 大平, 1756-1833","モトオリ, オオヒラ, 1756-1833",城戸市右衛門 [ほか],,皇都,文政6(1823),1823,911.1; 911.12,和歌,jpn,1冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283055; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283055,,,1
万葉用字格,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283023#material,000003283023; 000003283023,万葉用字格,万葉用字格,マンヨウ ヨウジカク,用字,"春登, 1769-1836","シュントウ, 1769-1836",,,,文化15(1818)序,1818,911.1; 911.12,万葉集 マンヨウシュウ; 語学,jpn,1冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283023; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283023,,,1
万葉集,https://ndlsearch.ndl.go.jp/books/R100000002-I000008272217#material,000008272217; 000008272217,"万葉集. 巻第1,2,7",万葉集,マンヨウシュウ,,,,[出版者不明],,[出版地不明],[18--],,911.12,歌集,jpn,3冊 ; 27cm,和古書,,,一般,http://id.ndl.go.jp/bib/000008272217; https://ndlsearch.ndl.go.jp/books/R100000002-I000008272217,,,1
万葉集中上野国歌,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283416#material; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283739#material,000003283416; 000003283416; 000003283739; 000003283739,万葉集中上野国歌 : 2巻,万葉集中上野国歌 : 2巻,マンヨウシュウ チュウ カミツケノクニ ノ ウタ; マンヨウシュウチュウ コウズケ ノ クニウタ,上野歌解,"橋本, 直香, 1807-1889","ハシモト, タダカ, 1807-1889",,,,安政4(1857)序; 安政6(1859)序,1857; 1859,911.12; 911.13,万葉集∥評釈 マンヨウシュウ∥ヒョウシャク; 歌集; 注釈; 万葉集∥評釈 マンヨウシュウ∥ヒョウシャク; 注釈,jpn,2冊 ; 23cm; 2冊 ; 24cm,和古書,,,,http://id.ndl.go.jp/bib/000003283416; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283416; http://id.ndl.go.jp/bib/000003283739; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283739,,,1
万葉集書目,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283730#material,000003283730; 000003283730,万葉集書目,万葉集書目,マンヨウシュウ ショモク,,"木村, 正辞, 1827-1913","キムラ, マサコト, 1827-1913",須原屋伊八 [ほか],,江戸,慶応3(1867),1867,911.13,万葉集∥書目 マンヨウシュウ∥ショモク; 書目,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003283730; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283730,,,1
万葉集楢落葉,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279612#material,000003279612; 000003279612,万葉集楢落葉 : 5巻,万葉集楢落葉 : 5巻,マンヨウシュウ ナラ ノ オチバ,,"正木, 長秀, 江戸中期","マサキ, ナガヒデ, エド チュウキ",和泉屋庄次郎,,江戸,文化12(1815),1815,911.1,歌学,jpn,5冊 ; 28cm,和古書,,,,http://id.ndl.go.jp/bib/000003279612; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279612,,,1
万葉集略解,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283307#material,000003283307; 000003283307,万葉集略解 : 20巻,万葉集略解 : 20巻,マンヨウシュウ リャクゲ,,"橘, 千蔭, 1735-1808","タチバナ, チカゲ, 1735-1808",永楽屋東四郎 [ほか],,名古屋,安政3(1856),1856,911.13,万葉集∥評釈 マンヨウシュウ∥ヒョウシャク; 歌集; 注釈,jpn,30冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283307; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283307,,,1
万葉集註釈,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283024#material,000003283024; 000003283024,万葉集註釈 : 20巻,万葉集註釈 : 20巻,マンヨウシュウ チュウシャク,,"仙覚, 1203-1269","センカク, 1203-1269",写,,,元治2(1865),1865,911.1; 911.123,万葉集∥評釈 マンヨウシュウ∥ヒョウシャク; 歌集; 注釈,jpn,3冊 ; 26cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003283024; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283024,,,1
万葉集遠江歌考,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283025#material,000003283025; 000003283025,万葉集遠江歌考,万葉集遠江歌考,マンヨウシュウ トオトウミ ノ ウタ コウ,,"賀茂, 真淵, 1697-1769","カモ, マブチ, 1697-1769",,,,文政3(1820)跋,1820,911.1; 911.123,万葉集∥評釈 マンヨウシュウ∥ヒョウシャク; 歌集; 注釈,jpn,1冊 ; 27cm,和古書,,,,http://id.ndl.go.jp/bib/000003283025; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283025,,,1
三代和歌集,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283759#material,000003283759; 000003283759,"三代和歌集 : 校本; 第1,2冊 古今和歌集20巻 紀友則[ほか撰] 第3,4冊 後撰和歌集20巻 大中臣能宣[ほか撰] 第5,6冊 拾遺和歌集20巻",三代和歌集 : 校本,サンダイ ワカシュウ,三代和歌集校本; 古今和歌集; 後撰和歌集; 拾遺和歌集,"紀, 友則, 平安時代; 大中臣, 能宣, 922-991","キノ, トモノリ, ヘイアン ジダイ; オオナカトミ, ヨシノブ, 922-991",須原屋茂兵衛 [ほか],,江戸,嘉永6(1853),1853,911.13,和歌∥歌集 ワカ∥カシュウ; 歌集,jpn,6冊 ; 19cm,和古書,,,,http://id.ndl.go.jp/bib/000003283759; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283759,,,2
三十番歌合,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284936#material,000003284936; 000003284936,三十番歌合,三十番歌合,サンジュウバン ウタアワセ,,,,写,,,[江戸後期],1800,911.15; 911.157,歌合 ウタアワセ; 歌集,jpn,1冊 ; 27cm,和古書; 書写資料,,,,http://id.ndl.go.jp/bib/000003284936; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284936,,,1
三日月集,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001389717#material,,三日月集,三日月集,ミカズキシュウ,附庵丈集,白図∥編,ハクト,枇杷園社中,ビワエンシャチュウ,江戸,1811(文化8),1811-01-01,911.3,,jpn,12cm; 48丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001389717,,,1
三都妖婦伝,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279692#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14207934#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14207935#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14207936#material; https://ndlsearch.ndl.go.jp/books/R100000039-I14208048#material,000003279692; 000003279692,三都妖婦伝 : 4編; 三都妖婦伝 : 4編 [1]; 三都妖婦伝 : 4編 [2]; 三都妖婦伝 : 4編 [3]; 三都妖婦伝 : 4編 [4],三都妖婦伝 : 4編,サント ヨウフデン,あぢさゐ物語三都妖婦伝,"柳亭, 種彦 2世, 1806-1868; 歌川, 豊国 3世, 1786-1864","リュウテイ, タネヒコ 2セイ, 1806-1868; ウタガワ, トヨクニ 3セイ, 1786-1864",栄久堂,,江戸,嘉永5～安政6(1852～1859)序,1859,913.56,読本,jpn,4冊 ; 18cm,和古書,インターネット公開,pdm; PDM,,http://id.ndl.go.jp/bib/000003279692; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279692; http://id.ndl.go.jp/digimeta/14207934; https://doi.org/10.11501/14207934; https://dl.ndl.go.jp/pid/14207934; https://dl.ndl.go.jp/api/iiif/14207934/manifest.json; http://id.ndl.go.jp/digimeta/14207935; https://doi.org/10.11501/14207935; https://dl.ndl.go.jp/pid/14207935; https://dl.ndl.go.jp/api/iiif/14207935/manifest.json; http://id.ndl.go.jp/digimeta/14207936; https://doi.org/10.11501/14207936; https://dl.ndl.go.jp/pid/14207936; https://dl.ndl.go.jp/api/iiif/14207936/manifest.json; http://id.ndl.go.jp/digimeta/14208048; https://doi.org/10.11501/14208048; https://dl.ndl.go.jp/pid/14208048; https://dl.ndl.go.jp/api/iiif/14208048/manifest.json,https://dl.ndl.go.jp/api/iiif/14207934/manifest.json; https://dl.ndl.go.jp/api/iiif/14207935/manifest.json; https://dl.ndl.go.jp/api/iiif/14207936/manifest.json; https://dl.ndl.go.jp/api/iiif/14208048/manifest.json,https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14207934; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14207935; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14207936; https://dl.ndl.go.jp/titleThumb/info:ndljp/pid/14208048,5
三養雑記,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283597#material,000003283597; 000003283597,三養雑記 : 4巻,三養雑記 : 4巻,サンヨウ ザッキ,,"山崎, 美成, 1796-1856","ヤマザキ, ヨシナリ, 1796-1856",河内屋茂兵衛 [ほか],,大阪,[江戸後期],1800,914; 914.5,随筆,jpn,4冊 ; 25cm,和古書,,,,http://id.ndl.go.jp/bib/000003283597; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283597,,,1
不二紀行詩,https://ndlsearch.ndl.go.jp/books/R100000002-I000003279751#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB110378440#material,000003279751; 000003279751,不二紀行詩,不二紀行詩,フジ キコウ シ; フジキコウシ,,"大森, 快菴, 1797-1849; 大森君欽∥著","オオモリ, カイアン, 1797-1849; オオモリクンキン",詩史園,,[江戸],天保2; 天保2(1831),1831,919,漢詩,jpn,19cm; 1冊; 1冊 ; 18cm,和古書; 図書; 和古書,,,一般,http://id.ndl.go.jp/bib/000003279751; https://ndlsearch.ndl.go.jp/books/R100000002-I000003279751; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B110378440,,,1
不繋舟,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283458#material; https://ndlsearch.ndl.go.jp/books/R100000123-IMD00000490#material,000003283458; 000003283458,不繋舟 3巻; 不繋舟 : 3巻,不繋舟 3巻; 不繋舟 : 3巻,ツナガヌ フネ; ツナガヌフネ,都那可奴布祢; つなかぬふね; つなかぬ舟; 桜園歌集; オウエン カシュウ,"岩下, 貞融; 岩下, 貞融, 1801-1867","イワシタ, サダトウ, 1801-1867; イワシタ, サダミチ",英文蔵; 青雲堂英文蔵,,江戸,1858; 安政5(1858),1858,911.15; 911.35,歌文,jpn,3冊 ; 27cm,和古書,インターネット公開,著作権なし-契約による制限あり,一般,http://id.ndl.go.jp/bib/000003283458; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283458; https://dgcl.doshisha.ac.jp/digital/collections/MD00000490; https://dgcl.doshisha.ac.jp/images/manifest/50000/MD00000490.json,,"https://dgcl.doshisha.ac.jp/images/iiif/1/50000/MD00000490/121529.tiff/full/90,/0/default.jpg",2
世事百談,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390340#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390341#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390342#material; https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001390343#material,,世事百談 1; 世事百談 2; 世事百談 3; 世事百談 4,世事百談,セジヒャクダン,,山崎美成∥著,ヤマザキヨシナリ,青雲堂,セイウンドウ,江戸,1843(天保14),1843-01-01,914.5,,jpn,26cm; 29丁; 26cm; 30丁,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390340; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390341; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390342; https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001390343,,,4
世志幸迺図会,https://ndlsearch.ndl.go.jp/books/R100000002-I000003284323#material,000003284323; 000003284323,世志幸迺図会,世志幸迺図会,ヨシコノ ズエ,風流世志幸迺図会,"白毛舎, 援馬, 江戸末期; 長谷川, 貞信 1世, 1809-1879","ハクモウシャ, エンバ, エド マッキ; ハセガワ, サダノブ 1セイ, 1809-1879",,,,弘化2(1845)序,1845,911.9,よしこの節 ヨシコノブシ; 歌謡,jpn,1冊 ; 18cm,和古書,,,,http://id.ndl.go.jp/bib/000003284323; https://ndlsearch.ndl.go.jp/books/R100000002-I000003284323,,,1
中旅雑日記,https://ndlsearch.ndl.go.jp/books/R100000133-IorgnB001754709#material,,中旅雑日記 草稿,中旅雑日記 草稿,チュウリョザツニッキソウコウ,,一返舎,イッペンシャ,[出版者不明],,[出版地不明],[1822],1822-01-01,913.55,,jpn,28cm; 1冊,図書; 和古書,,,一般,https://www.library.pref.ishikawa.lg.jp/shosho/detail/orgn/B001754709,,,1
中空の日記,https://ndlsearch.ndl.go.jp/books/R100000002-I000003283367#material,000003283367; 000003283367,中空の日記 : 東塢大人紀行,中空の日記 : 東塢大人紀行,ナカゾラ ノ ニキ,東塢大人紀行; 中そらのにき,"香川, 景樹, 1768-1843","カガワ, カゲキ, 1768-1843",出雲寺文治郎 [ほか],,皇都,嘉永3(1850),1850,915,紀行,jpn,1冊 ; 26cm,和古書,,,,http://id.ndl.go.jp/bib/000003283367; https://ndlsearch.ndl.go.jp/books/R100000002-I000003283367,,,1
